,Channel_name,Video_name,yt_link,video_date,duration,views,likes
279,Alex The Analyst,Top 5 Reasons Not to Become a Data Analyst,M2ySRYpo9S0,2020-08-12 14:52:19+00:00,PT5M18S,622144,13986
280,Alex The Analyst,Data Analyst Bootcamps | Are They Worth It?,ncXgqGePvwI,2020-08-05 13:14:01+00:00,PT5M46S,19063,376
281,Alex The Analyst,What Does a Data Analyst Actually Do?,ywZXpfdqg1o,2020-07-29 13:48:00+00:00,PT4M18S,398458,9061
282,Alex The Analyst,Data Analyst Question and Answer | Answering Your YouTube Questions,IqQCBytyATo,2020-07-22 14:35:55+00:00,PT5M49S,3233,146
283,Alex The Analyst,Scraping Data Off Twitter Using Python | Twitterscraper + NLP + Data Visualization,MpIi4HtCiVk,2020-07-15 14:00:20+00:00,PT6M41S,38748,1066
284,Alex The Analyst,Data Analyst vs Business Analyst | Which Is Right For You?,G4syHs3M82E,2020-07-03 14:17:52+00:00,PT4M40S,565790,14626
285,Alex The Analyst,Best Free Online Courses for Data Analysts,appOFpF2pFg,2020-06-23 13:55:50+00:00,PT4M59S,41120,2215
286,Alex The Analyst,Best Online Courses for Data Analysts,B2SPC3Wz1R8,2020-06-17 14:57:22+00:00,PT8M45S,141536,7665
287,Alex The Analyst,Data Scientist vs Data Analyst | Which Is Right For You?,fUpChfNN5Uo,2020-06-10 15:49:15+00:00,PT7M47S,562902,18067
288,Alex The Analyst,Intermediate SQL Tutorial | Aliasing,Dk7he_yEs4U,2020-06-04 14:00:10+00:00,PT6M12S,20376,719
289,Alex The Analyst,Data Analyst Q&A LIVE,LJtFgnHGAos,2020-05-31 13:54:38+00:00,PT51M45S,6304,189
290,Alex The Analyst,Data Analyst Interviews | Salary Negotiation,ziurEoqEcO4,2020-05-27 15:13:50+00:00,PT5M37S,13510,464
291,Alex The Analyst,Data Analyst Interview Questions | What To Say vs What NOT To Say,rLKC--8UYSw,2020-05-20 14:03:02+00:00,PT7M49S,29343,828
292,Alex The Analyst,SQL Interview Questions and Answers for Beginners | Data Analyst Interview Questions,sua7xKN0cPc,2020-05-13 15:00:26+00:00,PT8M2S,65400,1845
293,Alex The Analyst,Data Analyst Interview Questions | Phone + In-Person Interview Questions,fweZQqB0nwQ,2020-05-06 15:20:18+00:00,PT7M44S,45879,1007
294,Alex The Analyst,Day in the Life of a Data Analyst | Fortune 500 Edition (During Quarantine),oXAwKZWfbW0,2020-04-23 13:08:33+00:00,PT6M55S,13187,460
295,Alex The Analyst,Intermediate SQL Tutorial | Updating/Deleting Data,bhnrIforc7s,2020-04-16 12:58:52+00:00,PT4M37S,19947,630
296,Alex The Analyst,Intermediate SQL Tutorial | Having Clause,tYBOMw7Ob8E,2020-04-09 16:01:02+00:00,PT3M31S,24496,848
297,Alex The Analyst,Intermediate SQL Tutorial | Case Statement | Use Cases,Twusw__OzA8,2020-04-02 15:16:37+00:00,PT7M26S,55472,1651
298,Alex The Analyst,Intermediate SQL Tutorial | Unions | Union Operator,lYKkro6rKm0,2020-03-26 16:51:37+00:00,PT5M25S,43621,1098
299,Alex The Analyst,Intermediate SQL Tutorial | Inner/Outer Joins | Use Cases,9URM1_2S0ho,2020-03-19 15:40:58+00:00,PT15M53S,85295,1883
300,Alex The Analyst,Day in the Life of a Data Analyst | Fortune 500 Edition,qzZU6LAtIig,2020-03-11 13:44:54+00:00,PT4M20S,113264,2312
301,Alex The Analyst,SQL Basics Tutorial For Beginners | Group By + Order By Statements | 4/4,LXwfzIRD-Ds,2020-03-03 15:06:36+00:00,PT8M9S,47098,1789
302,Alex The Analyst,SQL Basics Tutorial For Beginners | Where Statement | 3/4,A9TOuDZTPDU,2020-03-02 16:01:01+00:00,PT7M58S,49314,1242
303,Alex The Analyst,SQL Basics Tutorial For Beginners | Select + From Statements | 2/4,PyYgERKq25I,2020-03-01 17:02:28+00:00,PT6M14S,74624,1515
304,Alex The Analyst,SQL Basics Tutorial For Beginners | Installing SQL Server Management Studio and Create Tables | 1/4,RSlqWnP-Dy8,2020-03-01 00:50:38+00:00,PT9M37S,276223,4868
305,Alex The Analyst,Data Analyst Fact Check |  84k Average Starting Salary?? | The Career Force 2020 Data Analyst Salary,9o9loJpG-t4,2020-02-26 15:11:22+00:00,PT7M34S,19064,684
306,Alex The Analyst,Data Analyst Resume | Reviewing YOUR Data Analyst Resumes!,Lacbh0VoT3g,2020-02-24 16:34:51+00:00,PT17M50S,15530,371
307,Alex The Analyst,Data Analyst Salary in 2020,oZKs2xMbXQE,2020-02-19 15:43:59+00:00,PT3M43S,7128,134
308,Alex The Analyst,Working With a Recruiter to Land Your First Job as a Data Analyst | LinkedIn Recruiters,N8f7NtDpbxA,2020-02-14 18:03:34+00:00,PT6M,7423,351
309,Alex The Analyst,Switching Careers to Become a Data Analyst | How I Made the Switch,wcKzdRVsMOw,2020-02-11 15:03:18+00:00,PT4M11S,40237,1504
310,Alex The Analyst,Data Analyst Resume | Complete Guide To Creating A Data Analyst Resume | Tips + Templates + Examples,Ns-8Jsa3mEM,2020-02-06 16:00:52+00:00,PT11M18S,60055,1992
311,Alex The Analyst,Data Analyst Resume | Reviewing My Resume! | Fortune 500 Data Analyst,4rfr6A3lO-Y,2020-01-30 14:07:55+00:00,PT7M33S,45849,1213
312,Alex The Analyst,Working at a Big Company Vs Small Company | Told by a Fortune 500 Data Analyst,OTq2NRy_AGs,2020-01-25 16:38:39+00:00,PT5M50S,9172,281
313,Alex The Analyst,Data Analyst Salary | 100k with No Experience,ya28cb3zFGE,2020-01-23 03:16:09+00:00,PT5M3S,46513,1698
314,Alex The Analyst,Truth About Big Companies | Told by a Fortune 500 Data Analyst,Hsi2BG0SOiQ,2020-01-21 03:52:15+00:00,PT5M45S,5648,222
315,Alex The Analyst,Top 3 Data Analyst Skills in 2020,6lQzbk6_OTw,2020-01-17 14:31:39+00:00,PT2M40S,22734,1164
